Frase,Categoria_Atribuida,Score_Similaridade
Amone of the most curious and inquiring persons I know.,Surgency+,0.41989900
Am open to new experiences.,Surgency+,0.4385010
Am passionate about anything I'm involved in.,Surgency+,0.27671300
Am passionate about causes.,Surgency+,0.30335200
Am ready to act on the spot.,Surgency+,0.37389200
Am ready to do battle for a cause.,Surgency+,0.28937500
Am the first toact.,Surgency+,0.4403520
Amthe life of the party.,Surgency+,0.40485400
Am thrilled when I learn something new.,Surgency+,0.33769400
Am totally consumed by one or more interests or hobbies.,Surgency+,0.283677
Am uniquely qualified to make important contributions.,Surgency+,0.27355800
Am usually active and full of energy.,Surgency+,0.44813500
Am willing to take a stand.,Surgency+,0.3796070
Am willing to take risks to establish a relationship.,Surgency+,0.36339700
Am willing to take risks.,Surgency+,0.43629800
Am willing to try anything once.,Surgency+,0.36748000
Amuse myself easily.,Surgency+,0.4169940
Automatically take charge.,Surgency+,0.31460100
Awaken with a sense of excitement about the day's possibilities.,Surgency+,0.52330900
Barge in on conversations.,Surgency+,0.4711730
Begin to answer before the other person finishes the question.,Surgency+,0.38125200
Behave in unusual and strange ways.,Surgency+,0.5237820
Believe that by working hard a person can achieve anything.,Surgency+,0.3686250
Believe that God / a Higher Power acts upon our lives.,Surgency+,0.2613600
Believe that my success depends on ability rather than luck.,Surgency+,0.2794710
Believe that one needs to show their talents and abilities in order to get opportunities and make progress.,Surgency+,0.4168320
Believe that superpowers are possible in humans.,Surgency+,0.35944700
Blurt out whatever comes into my mind.,Surgency+,0.4639460
Call for action while others talk.,Surgency+,0.49862100
Can be stirred up easily.,Surgency+,0.33046600
Can create any impression that I want.,Surgency+,0.35438600
Can easily figure out what another person wants to talk about.,Surgency+,0.2742380
Can easily push myself forward.,Surgency+,0.41551800
Can easily tell if someone else wants to enter a conversation.,Surgency+,0.35570500
Can hardly wait to see what life has in store for me in the years ahead.,Surgency+,0.2825910
Can improvise.,Surgency+,0.5151800
Can make anyone believe anything I want them to.,Surgency+,0.23002700
Can never keep a secret.,Surgency+,0.28453500
Can perform a wide variety of tasks.,Surgency+,0.34483900
Can play many roles convincingly.,Surgency+,0.3550180
Can read other peoples' body language such as facial expressions.,Surgency+,0.36770400
Can recall many events before the age of three.,Surgency+,0.2649400
Can say things beautifully.,Surgency+,0.40799200
Can switch gears easily.,Surgency+,0.24484100
Can tackle anything.,Surgency+,0.34062300
Can take strong measures.,Surgency+,0.52332600
Can talk my way out of anything.,Surgency+,0.2951570
Can tell from persons' attitudes what they will do next,Surgency+,0.40889000
Can think of one or more times in my life where I was very brave.,Surgency+,0.39173100
Can't sleep for nights on end but remain active during the daytime.,Surgency+,0.3730290
Carry the conversation to a higher level.,Surgency+,0.48904700
Catch on to things quickly.,Surgency+,0.3673750
Cheer loudly at sporting events.,Surgency+,0.34401400
Claim to be able to do everything.,Surgency+,0.43062500
Come up with bold plans.,Surgency+,0.5051530
Comment loudly about others.,Surgency+,0.47913000
Dare to say anything.,Surgency+,0.49722300
Demand attention.,Surgency+,0.52589800
Demand to be the center of interest.,Surgency+,0.45164800
Do crazy things.,Surgency+,0.4777820
Do dangerous things.,Surgency+,0.47026100
Do many things with ease.,Surgency+,0.31718900
Do more than what's expected of me.,Surgency+,0.42804800
Do most of the talking.,Surgency+,0.3893020
Do things that are very out of the ordinary.,Surgency+,0.49397700
Do things that men traditionally do.,Surgency+,0.3615270
Do things that women traditionally do.,Surgency+,0.3221450
Do unexpected things.,Surgency+,0.51888000
Do whatever comes into my mind.,Surgency+,0.39355200
Eagerly look forward to things to come.,Surgency+,0.4047920
Engage in discussions.,Surgency+,0.43976300
Enjoy a good brawl.,Surgency+,0.3266990
Enjoy beating the system.,Surgency+,0.3563740
Enjoy being on the go.,Surgency+,0.42388800
Enjoy being part of a loud crowd.,Surgency+,0.37751300
Enjoy being reckless.,Surgency+,0.50553800
Enjoy crude jokes.,Surgency+,0.36493500
Enjoy driving fast and passing cars on the highway.,Surgency+,0.30000800
Enjoy flirting with complete strangers.,Surgency+,0.36730300
Enjoy flirting.,Surgency+,0.47772800
Enjoy games of strategy.,Surgency+,0.41016300
Enjoy physical exercise.,Surgency+,0.4293130
Enjoy sexual experiences intensely.,Surgency+,0.34096400
Exaggerate my abilities.,Surgency+,0.5195080
Exert my authority.,Surgency+,0.46417500
Express myself easily.,Surgency+,0.5083200
Face danger confidently.,Surgency+,0.47556200
Feel healthy and vibrant most of the time.,Surgency+,0.33646700
Feel that I have a lot of inner strength.,Surgency+,0.3731620
Feel that my interests change quickly.,Surgency+,0.3832690
Feel up to any task.,Surgency+,0.44672200
Find it easy to spend a lot of time learning something new.,Surgency+,0.27532500
Find that in certain situations I am able to do things with amazing ease and spontaneity that would usually be difficult for me.,Surgency+,0.45693600
Follow the crowd.,Surgency+,0.25601200
Generally give preference to those activities that imply an immediate gain.,Surgency+,0.33110100
Get a head start on others.,Surgency+,0.42048900
Get chores done right away.,Surgency+,0.14408700
Get excited about the things that I am doing.,Surgency+,0.4535120
Get excited when I learn new things.,Surgency+,0.43498000
Get in shouting matches with other people.,Surgency+,0.40698600
Get so happy or energetic that I am almost giddy.,Surgency+,0.41472900
Get the most fun out of things that are illegal.,Surgency+,0.3065580
Go on binges.,Surgency+,0.3776290
Go on shopping sprees.,Surgency+,0.31070700
Go straight for the goal.,Surgency+,0.25247400
Go too far with jokes.,Surgency+,0.40788800
Have a colorful and dramatic way of talking about things.,Surgency+,0.5494110
Have a lot of fun.,Surgency+,0.42567500
Have a natural talent for influencing people.,Surgency+,0.42262100
Have a pleasing physique.,Surgency+,0.3981370
Have a sharp tongue.,Surgency+,0.49600600
Have a strong need for power.,Surgency+,0.43571700
Have a strong personality.,Surgency+,0.54143000
Have a strong physique.,Surgency+,0.43974300
Havealways been a rule-breaker.,Surgency+,0.29216300
Have an attractive face.,Surgency+,0.38787900
"Have an intense, boisterous laugh.",Surgency+,0.45302900
Have an uncommon ability to persuade or inspire others.,Surgency+,0.46711400
Have attacked someone physically.,Surgency+,0.35244100
Have extra time on my hands.,Surgency+,0.40122000
Have great stamina.,Surgency+,0.46694300
Have leadership abilities.,Surgency+,0.48782500
Have out-of-body experiences.,Surgency+,0.38316200
Have persuaded others to do something really adventurous or crazy.,Surgency+,0.45437700
Have taken frequent stands in the face of strong opposition.,Surgency+,0.29376500
Have the ability to make others feel interesting.,Surgency+,0.50109300
Impress my friends and family with my ability to plan for the future.,Surgency+,0.37374700
Insist on getting my way.,Surgency+,0.36681200
Jump into things without thinking.,Surgency+,0.45608300
Jump into things.,Surgency+,0.47638000
Just know that I will be a success.,Surgency+,0.2873470
Know how to captivate people.,Surgency+,0.45426200
Know how to enjoy myself.,Surgency+,0.41059000
Know my strengths.,Surgency+,0.42220000
Know no limits.,Surgency+,0.48978100
Know someone with whom I feel free to be myself.,Surgency+,0.3274060
Know that I can live my life in any way I want to.,Surgency+,0.22088300
Laugh aloud.,Surgency+,0.42186300
Laugh out loud if something is funny.,Surgency+,0.36234400
Learn quickly.,Surgency+,0.36554400
Let myself be talked into doing things.,Surgency+,0.3862040
Like displaying my physical abilities even though this may involve danger.,Surgency+,0.5000580
Like making sexual advances.,Surgency+,0.48437200
Like taking risks.,Surgency+,0.5801270
Like to act on a whim.,Surgency+,0.48534700
Like to add competitive features to all activities.,Surgency+,0.37349700
Like to amuse others.,Surgency+,0.45113100
Like to behave spontaneously.,Surgency+,0.5317800
Like to compete and do everything I can to win.,Surgency+,0.25474800
Like to dress differently than everyone else.,Surgency+,0.34051900
Like to go outside during violent thunderstorms.,Surgency+,0.2760450
Like to laugh out loud.,Surgency+,0.38426800
Like to learn new things.,Surgency+,0.39067400
Like to putter around the house.,Surgency+,0.3874680
Like to show off my body.,Surgency+,0.36890700
Like to show-off.,Surgency+,0.48017000
Like to spend time learning new things that do not have anything to do with my studies or work.,Surgency+,0.25691900
Like to stand out in a crowd.,Surgency+,0.46060500
Like to start fights.,Surgency+,0.35337300
Like to stir up excitement.,Surgency+,0.5217550
Like to talk about my future plans.,Surgency+,0.32414800
Like to visit new places.,Surgency+,0.3241490
Like wild parties.,Surgency+,0.39877000
Live from one day to the next.,Surgency+,0.42981700
Love a good fight.,Surgency+,0.31503300
Love action.,Surgency+,0.516757
Love excitement.,Surgency+,0.50039400
Love large parties.,Surgency+,0.26634800
Love to discuss sexually charged topics.,Surgency+,0.34323300
Love to dress in outlandish clothes.,Surgency+,0.40221000
Love to learn new things.,Surgency+,0.35854600
Love to travel to places that I have never been before.,Surgency+,0.18425000
Maintain high energy throughout the day.,Surgency+,0.38730800
Make a lot of noise.,Surgency+,0.41385200
Make decisions easily.,Surgency+,0.22915700
Make many digressions when speaking.,Surgency+,0.49542700
Make myself the center of attention.,Surgency+,0.4399230
Meet challenges.,Surgency+,0.4969720
Move in a graceful manner.,Surgency+,0.35243000
Nearly always feel awake and alert.,Surgency+,0.3159090
Need a push to get started.,Surgency+,0.39614600
Never stop talking.,Surgency+,0.36859300
Often enjoy singing without inhibitions when walking.,Surgency+,0.25652400
Often feel physically fit and mentally alert.,Surgency+,0.439583
Often like to do the first thing that comes to my mind.,Surgency+,0.3437390
Often stop in the middle of one activity to start another one.,Surgency+,0.44081600
"Often tell myself that I'll do an activity tomorrow, even when I have enough time to complete it today.",Surgency+,0.31462700
Participate in many activities.,Surgency+,0.45352900
Perform in public whenever I can.,Surgency+,0.31018500
Pitch in readily.,Surgency+,0.37261500
Play a role in order to impress people.,Surgency+,0.38297900
Play tricks on others.,Surgency+,0.39369100
Plunge into tasks with all my heart.,Surgency+,0.3279060
Prefer city life to rural life.,Surgency+,0.14948000
Prefer friends who are excitingly unpredictable.,Surgency+,0.40471000
Prefer going to movies to watching videos at home.,Surgency+,0.14781100
Prefer thrilling activities to staying home to watch TV.,Surgency+,0.3440770
Prefer to participate fully rather than view life from the sidelines.,Surgency+,0.3265470
Prefer to take on the leadership role in a group.,Surgency+,0.31766800
Prefer to wear sexually provocative clothing.,Surgency+,0.3947300
Push myself very hard to succeed.,Surgency+,0.34951200
Put on a show to impress people.,Surgency+,0.35463300
Quickly recognize possibilities.,Surgency+,0.485121
Radiate joy.,Surgency+,0.4530660
React immediately.,Surgency+,0.38224100
React intensely.,Surgency+,0.4910610
React quickly.,Surgency+,0.45272200
Read all the time.,Surgency+,0.20628500
Read quickly.,Surgency+,0.4309180
Readily overcome setbacks.,Surgency+,0.32795000
Recover quickly from stress and illness.,Surgency+,0.24226700
Rush into things.,Surgency+,0.48024400
Sail my own course.,Surgency+,0.2620620
Say things just to be different.,Surgency+,0.451729
Seek adventure.,Surgency+,0.51038400
Show a mastery of language.,Surgency+,0.4288910
Sometimes do things for quick gains.,Surgency+,0.39317
Sometimes laugh out loud when reading or watching TV.,Surgency+,0.34690300
Speak loudly.,Surgency+,0.5157840
Speak rapidly.,Surgency+,0.561585
Speak up for others.,Surgency+,0.4406650
Spend more money than I have.,Surgency+,0.3040850
Start conversations.,Surgency+,0.42447000
Start fights.,Surgency+,0.33126100
Start tasks right away.,Surgency+,0.18014100
Stick up for myself.,Surgency+,0.41276600
Suspect that people like to talk to me because my ideas are unusual.,Surgency+,0.3636820
